City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
339,toliara,-23.35,43.6667,22.65,81,100,6.21,MG,1712889368
340,coquimbo,-29.9533,-71.3436,13.85,88,100,2.06,CL,1712888662
341,walvis bay,-22.9575,14.5053,14.53,100,60,1.54,NA,1712889368
342,ma'rib,15.4591,45.3253,26.94,54,36,1.92,YE,1712889368
343,saint augustine beach,29.8505,-81.2654,21.68,73,20,4.63,US,1712889323
344,sao joao da barra,-21.6403,-41.0511,25.07,84,11,0.21,BR,1712889369
345,argo,37.6333,22.7333,17.09,47,85,3.42,GR,1712889369
346,kula,38.5473,28.6498,10.58,79,5,1.52,TR,1712889369
347,basco,20.4487,121.9702,26.43,83,21,5.65,PH,1712889369
348,fale old settlement,-9.3852,-171.2468,30.14,70,56,3.64,TK,1712889369
349,runcu,45.1167,23.1333,13.17,73,11,2.08,RO,1712889369
350,demir kapija,41.405,22.2489,12.71,73,0,2.22,MK,1712889369
351,hammerfest,70.6634,23.6821,0.25,86,100,4.63,NO,1712889369
352,morococha,-11.5997,-76.1411,4.34,84,100,0.33,PE,1712889370
353,bel ombre,-4.6167,55.4167,28.91,79,20,6.17,SC,1712889370
354,rangapara,26.8167,92.65,32.32,24,24,3.31,IN,1712889370
355,quellon,-43.1167,-73.6167,8.59,76,0,2.53,CL,1712889085
356,menongue,-14.6585,17.691,18.01,95,100,1.67,AO,1712889370
357,carbondale,37.7273,-89.2168,16.0,39,40,5.14,US,1712889244
358,misratah,32.3754,15.0925,16.93,84,92,6.53,LY,1712889370
359,alofi,-19.0595,-169.9187,28.94,84,75,2.57,NU,1712889370
